Area_Name,Year,Group_Name,Sub_Group_Name,PH_Houses_Provided_by_Department,PH_Houses_provided_on_LeaseRentGPRA,PH_Sanctioned_Strength
Maharashtra,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),78705,NULL,134046
Manipur,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),105,2,15580
Meghalaya,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2159,6796,8955
Mizoram,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),985,0,7580
Nagaland,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2722,1016,11451
Odisha,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7855,0,37854
Puducherry,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),769,NULL,2167
Punjab,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),11102,NULL,64078
Rajasthan,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),13749,NULL,61106
Sikkim,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),394,NULL,3559
Tamil Nadu,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),39000,NULL,87347
Tripura,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1938,NULL,22825
Uttar Pradesh,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),43247,10315,150729
Uttarakhand,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),3720,NULL,16605
West Bengal,2006,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),9847,987,71362
Andaman & Nicobar Islands,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),923,NULL,2455
Andhra Pradesh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),37830,40550,78380
Arunachal Pradesh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2382,3174,5556
Assam,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),61,0,49408
Bihar,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5427,62455,67882
Chandigarh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1792,0,3705
Chhattisgarh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),90,2350,35510
Dadra & Nagar Haveli,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),NULL,200,222
Daman & Diu,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),69,NULL,218
Delhi,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5228,NULL,55081
Goa,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),980,NULL,4555
Gujarat,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),29775,2577,74016
Haryana,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),8567,21365,41332
Himachal Pradesh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2327,0,12289
Jammu & Kashmir,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),4527,0,62089
Jharkhand,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2701,1718,44915
Karnataka,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),25202,2932,57559
Kerala,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),6359,41,43009
Lakshadweep,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),179,NULL,294
Madhya Pradesh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),18419,8113,66810
Maharashtra,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),78182,NULL,145842
Manipur,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),105,2,17957
Meghalaya,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2050,7703,9868
Mizoram,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1265,74,7869
Nagaland,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),585,1247,9816
Odisha,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7855,0,39429
Puducherry,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),793,NULL,2171
Punjab,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),11102,NULL,64078
Rajasthan,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),13749,NULL,61749
Sikkim,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),394,NULL,2954
Tamil Nadu,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),39845,NULL,90736
Tripura,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1942,0,23930
Uttar Pradesh,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),43247,10315,152888
Uttarakhand,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),3763,NULL,17445
West Bengal,2007,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),6710,0,78394
Andaman & Nicobar Islands,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),948,NULL,2455
Andhra Pradesh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),38104,42684,80788
Arunachal Pradesh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2382,3174,6712
Assam,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),67,0,49408
Bihar,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5427,63999,69426
Chandigarh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1792,0,3705
Chhattisgarh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),3788,2701,37491
Dadra & Nagar Haveli,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),NULL,200,222
Daman & Diu,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),69,NULL,218
Delhi,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5224,NULL,61941
Goa,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1052,1,5390
Gujarat,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),31522,3738,62595
Haryana,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),8676,30873,47582
Himachal Pradesh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2380,0,13924
Jammu & Kashmir,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),4527,0,70852
Jharkhand,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),6313,0,59640
Karnataka,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),39324,3076,77802
Kerala,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7071,49,42352
Lakshadweep,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),179,NULL,469
Madhya Pradesh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),24070,NULL,66811
Maharashtra,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),78162,0,151747
Manipur,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),105,2,20602
Meghalaya,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1989,7122,9992
Mizoram,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1268,0,10476
Nagaland,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),580,1162,9984
Odisha,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7969,0,41562
Puducherry,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),793,NULL,2171
Punjab,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),10982,NULL,63868
Rajasthan,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),13749,NULL,67216
Sikkim,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),394,NULL,3031
Tamil Nadu,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),40735,0,91302
Tripura,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1942,NULL,25359
Uttar Pradesh,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),43247,10315,150869
Uttarakhand,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),3933,NULL,16821
West Bengal,2008,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),10338,859,69368
Andaman & Nicobar Islands,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),927,NULL,3463
Andhra Pradesh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),38204,73331,111535
Arunachal Pradesh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2568,4144,6712
Assam,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),67,0,49408
Bihar,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5513,63899,69412
Chandigarh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1797,0,6013
Chhattisgarh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),302,NULL,37491
Dadra & Nagar Haveli,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),NULL,200,218
Daman & Diu,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),69,NULL,218
Delhi,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5242,NULL,67556
Goa,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1052,1,5390
Gujarat,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),34120,4573,65443
Haryana,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),9195,26445,49130
Himachal Pradesh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2380,0,14789
Jammu & Kashmir,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),4527,0,91044
Jharkhand,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2589,1138,48479
Karnataka,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),39906,5593,77804
Kerala,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7071,49,42808
Lakshadweep,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),148,NULL,469
Madhya Pradesh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),0,NULL,66821
Maharashtra,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),79042,NULL,168941
Manipur,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),116,2,26060
Meghalaya,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2210,7685,9994
Mizoram,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1268,NULL,11709
Nagaland,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),535,1167,9984
Odisha,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),7969,0,43660
Puducherry,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),817,NULL,2214
Punjab,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),88,NULL,63868
Rajasthan,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),13749,0,67741
Sikkim,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),394,NULL,3293
Tamil Nadu,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),41413,0,91763
Tripura,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1942,NULL,25359
Uttar Pradesh,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),43247,17660,337372
Uttarakhand,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1658,NULL,17849
West Bengal,2009,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),10338,865,71521
Andaman & Nicobar Islands,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),980,NULL,3989
Andhra Pradesh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),38228,73346,111574
Arunachal Pradesh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2593,4246,6839
Assam,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),70,NULL,49408
Bihar,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5069,64514,69583
Chandigarh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1797,0,6013
Chhattisgarh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),3747,0,37491
Dadra & Nagar Haveli,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),177,177,285
Daman & Diu,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),69,NULL,218
Delhi,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),6143,NULL,67556
Goa,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),935,3,5530
Gujarat,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),35482,2730,69185
Haryana,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),19558,25302,49214
Himachal Pradesh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2430,0,14789
Jammu & Kashmir,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),5895,255,72807
Jharkhand,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),738,1138,56599
Karnataka,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),41454,5715,80839
Kerala,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),6386,49,43269
Lakshadweep,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),148,NULL,469
Madhya Pradesh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),25845,7455,67717
Maharashtra,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),79052,NULL,163331
Manipur,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),116,44,28223
Meghalaya,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),2210,7796,10006
Mizoram,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1268,NULL,9653
Nagaland,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),601,1184,9984
Odisha,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),8059,0,43705
Puducherry,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),817,NULL,2746
Punjab,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),132,NULL,70349
Rajasthan,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),13749,NULL,68839
Sikkim,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),394,NULL,4946
Tamil Nadu,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),43427,0,91843
Tripura,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),1942,NULL,25528
Uttar Pradesh,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),29348,17660,337372
Uttarakhand,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),4267,NULL,17849
West Bengal,2010,PH_Lower Subordinates (Constables, Head Constables etc.),3. Lower SubOrdinates (Constables, Head Constables & Class-IV Subordinate Staff),14793,845,74870

